hcp_name,num_articles,title,title_link,authors,publications,snippet
Karin Lycknert,0,,,,,
Karin Lycknert,0,,,,,
Karin Lycknert,0,,,,,
Niklas Loman,10,[HTML][HTML] Average risks of breast and ovarian cancer associated with BRCA1 or BRCA2 mutations detected in case series unselected for family history: a combined …,https://www.sciencedirect.com/science/article/pii/S0002929707606405,"A Antoniou, PDP Pharoah, S Narod, HA Risch… ","The American Journal of …, 2003 ","Germline mutations in BRCA1 and BRCA2 confer high risks of breast and ovarian cancer, but 
the average magnitude of these risks is uncertain and may depend on the context. Estimates 
based on multiple-case families may be enriched for mutations of higher risk and/or other …"
Niklas Loman,10,[HTML][HTML] Gene-expression profiles in hereditary breast cancer,https://www.nejm.org/doi/full/10.1056/nejm200102223440801,"I Hedenfalk, D Duggan, Y Chen… ","… England Journal of …, 2001 ","Background Many cases of hereditary breast cancer are due to mutations in either the BRCA1 
or the BRCA2 gene. The histopathological changes in these cancers are often characteristic 
of the mutant gene. We hypothesized that the genes expressed by these two types of …"
Niklas Loman,10,[HTML][HTML] Oral poly (ADP-ribose) polymerase inhibitor olaparib in patients with BRCA1 or BRCA2 mutations and advanced breast cancer: a proof-of-concept trial,https://www.sciencedirect.com/science/article/pii/S0140673610608926,"A Tutt, M Robson, JE Garber, SM Domchek, MW Audeh… ","The Lancet, 2010 ","Background Olaparib, a novel, orally active poly(ADP-ribose) polymerase (PARP) inhibitor, 
induced synthetic lethality in BRCA-deficient cells. A maximum tolerated dose and initial signal 
of efficacy in BRCA-deficient ovarian cancers have been reported. We therefore assessed …"
Niklas Loman,10,[HTML][HTML] Oral poly (ADP-ribose) polymerase inhibitor olaparib in patients with BRCA1 or BRCA2 mutations and recurrent ovarian cancer: a proof-of-concept trial,https://www.sciencedirect.com/science/article/pii/S0140673610608938,"MW Audeh, J Carmichael, RT Penson, M Friedlander… ","The lancet, 2010 ","Background Olaparib is a novel, orally active poly(ADP-ribose) polymerase (PARP) inhibitor 
that induces synthetic lethality in homozygous BRCA-deficient cells. We aimed to assess 
the efficacy and safety of olaparib for treatment of advanced ovarian cancer in patients with …"
Niklas Loman,10,[HTML][HTML] Olaparib monotherapy in patients with advanced cancer and a germline BRCA1/2 mutation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057749/,"B Kaufman, R Shapira-Frommer… ","Journal of clinical …, 2015 ","… Stemmer, Ayala Hubert, Ora Rosengarten, Mariana Steiner, Niklas Loman, Karin Bowen, 
Anitra Fielding, and Susan M. Domchek … Stemmer, Ayala Hubert, Ora Rosengarten, Mariana 
Steiner, Niklas Loman, Karin Bowen, Susan M. Domchek … Stemmer, Ayala Hubert, Ora …"
Niklas Loman,10,A locus on 19p13 modifies risk of breast cancer in BRCA1 mutation carriers and is associated with hormone receptor–negative breast cancer in the general population,https://www.nature.com/articles/ng.669?message-global=remove&page=6,"AC Antoniou, X Wang, ZS Fredericksen, L McGuffog… ","Nature …, 2010 ","Germline BRCA1 mutations predispose to breast cancer. To identify genetic modifiers of this 
risk, we performed a genome-wide association study in 1,193 individuals with BRCA1 
mutations who were diagnosed with invasive breast cancer under age 40 and 1,190 BRCA1 …"
Niklas Loman,10,Association of type and location of BRCA1 and BRCA2 mutations with risk of breast and ovarian cancer,https://jamanetwork.com/journals/jama/article-abstract/2214084,"TR Rebbeck, N Mitra, F Wan, OM Sinilnikova, S Healey… ","Jama, 2015 ","Importance Limited information about the relationship between specific mutations 
inBRCA1orBRCA2(BRCA1/2) and cancer risk exists. Objective To identify mutation-specific cancer 
risks for carriers ofBRCA1/2. Design, Setting, and Participants Observational study of women …"
Niklas Loman,10,Family history of breast and ovarian cancers and BRCA1 and BRCA2 mutations in a population-based series of early-onset breast cancer,https://academic.oup.com/jnci/article-abstract/93/16/1215/2519462,"N Loman, O Johannsson… ","Journal of the …, 2001 ","Background: BRCA1 and BRCA2 are the two major susceptibility genes involved in hereditary 
breast cancer. This study was undertaken to provide reliable population-based estimates 
of genetic influence and to characterize the nature and prevalence of BRCA1 and BRCA2 …"
Niklas Loman,10,[HTML][HTML] Whole-genome sequencing of triple-negative breast cancers in a population-based clinical study,https://www.nature.com/articles/s41591-019-0582-4,"J Staaf, D Glodzik, A Bosch, J Vallon-Christersson… ","Nature medicine, 2019 ","Whole-genome sequencing (WGS) brings comprehensive insights to cancer genome 
interpretation. To explore the clinical value of WGS, we sequenced 254 triple-negative breast 
cancers (TNBCs) for which associated treatment and outcome data were collected between 2010 …"
Niklas Loman,10,[HTML][HTML] An HIF-1α/VEGF-A axis in cytotoxic T cells regulates tumor progression,https://www.sciencedirect.com/science/article/pii/S1535610817304567,"A Palazon, PA Tyrakis, D Macias, P Veliça… ","Cancer cell, 2017 ","Cytotoxic T cells infiltrating tumors are thought to utilize HIF transcription factors during 
adaptation to the hypoxic tumor microenvironment. Deletion analyses of the two key HIF 
isoforms found that HIF-1α, but not HIF-2α, was essential for the effector state in CD8 + T cells. …"
Niklas Loman,20,[HTML][HTML] Genomic subtypes of breast cancer identified by array-comparative genomic hybridization display distinct molecular and clinical characteristics,https://link.springer.com/article/10.1186/bcr2596,"G Jönsson, J Staaf, J Vallon-Christersson… ","Breast Cancer …, 2010 ","Breast cancer is a profoundly heterogeneous disease with respect to biologic and clinical 
behavior. Gene-expression profiling has been used to dissect this complexity and to stratify 
tumors into intrinsic gene-expression subtypes, associated with distinct biology, patient outcome…"
Niklas Loman,20,[HTML][HTML] Cytokeratin 5/14-positive breast cancer: true basal phenotype confined to BRCA1 tumors,https://www.nature.com/articles/3800456,"M Laakso, N Loman, Å Borg, J Isola ","Modern pathology, 2005 ","Breast ducts contain two types of epithelial cells, inner luminal cells and outer basal/myoepithelial 
cells. These cells can be distinguished by their immunophenotype. Cytokeratins (CKs) 8 
and 18 are expressed in the luminal layer, whereas CK5/14 and the transcription factor …"
