hcp_name,num_articles,title,title_link,authors,publications,snippet
Katalin Marianna Kovacs,0,,,,,
Katalin Marianna Kovacs,0,,,,,
Katalin Marianna Kovacs,0,,,,,
Anna Lind,10,Impact of electro-acupuncture and physical exercise on hyperandrogenism and oligo/amenorrhea in women with polycystic ovary syndrome: a randomized controlled …,https://journals.physiology.org/doi/abs/10.1152/ajpendo.00495.2010,"E Jedel, F Labrie, A Odén, G Holm… ","American Journal …, 2011 ","Polycystic ovary syndrome (PCOS), the most common endocrine disorder in women of 
reproductive age, is characterized by hyperandrogenism, oligo/amenorrhea, and polycystic 
ovaries. We aimed to determine whether low-frequency electro-acupuncture (EA) would decrease …"
Anna Lind,10,"Regional myo-inositol, creatine, and choline levels are higher at older age and scale negatively with visuospatial working memory: A cross-sectional proton mr …",https://www.jneurosci.org/content/40/42/8149.abstract,"A Lind, CJ Boraxbekk, ET Petersen… ","Journal of …, 2020 ","Proton MR spectroscopy ( 1 H-MRS) has been used to assess regional neurochemical brain 
changes during normal ageing, but results have varied. Exploiting the increased sensitivity 
at ultra-high field, we performed 1 H-MRS in 60 healthy human volunteers to asses age-…"
Anna Lind,10,[HTML][HTML] Post combustion carbon capture with supported amine sorbents: From adsorbent characterization to process simulation and optimization,https://www.sciencedirect.com/science/article/pii/S1385894720332484,"S Krishnamurthy, A Lind, A Bouzga, J Pierchala… ","Chemical Engineering …, 2021 ","Supported amine sorbents are extensively studied in literature due to their moisture tolerating 
abilities. Most of the work with this group of adsorbents pertain to experimental studies on 
adsorption capacity, kinetics, and stability tests on powdered sorbents. Only a handful of …"
Anna Lind,10,[HTML][HTML] Multi-purpose structured catalysts designed and manufactured by 3D printing,https://www.sciencedirect.com/science/article/pii/S0264127519308159,"A Lind, Ø Vistad, MF Sunding, KA Andreassen… ","Materials & Design, 2020 ","This work presents an example of the design and manufacture capabilities that 3D printing 
can introduce in catalysis. A multi-purpose catalyst, with fast heat and mass transfer and low-pressure 
drop has been designed and manufactured by 3D printing. The novelty of the …"
Anna Lind,10,The water permeability channels aquaporins 1–4 are differentially expressed in granulosa and theca cells of the preovulatory follicle during precise stages of human …,https://academic.oup.com/jcem/article-abstract/96/4/1021/2720850,"A Thoroddsen, P Dahm-Kähler, AK Lind… ","The Journal of …, 2011 ","Context: Changes in vascular permeability and expansion of the fluid-filled antrum are major 
events in the LH-induced ovulatory process. Objectives: Our objective was to investigate 
the presence and expression levels of aquaporins (AQPs) in the granulosa and theca cell …"
Anna Lind,10,"Unusual, vesicle-like patterned, mesoscopically ordered silica",https://pubs.acs.org/doi/abs/10.1021/cm021243o,"A Lind, B Spliethoff, M Lindén ","Chemistry of materials, 2003 ","A mixture of cationic and anionic surfactants has been used as structure-directing agents in 
the synthesis of mesoscopically ordered silica in the presence of toluene. The preferred 
interfacial curvature was adjusted by varying the anionic/cationic surfactant molar ratio, which …"
Anna Lind,10,RUNX2 transcription factor regulates gene expression in luteinizing granulosa cells of rat ovaries,https://academic.oup.com/mend/article-abstract/24/4/846/2706251,"ES Park, AK Lind, P Dahm-Kähler… ","Molecular …, 2010 ","The LH surge promotes terminal differentiation of follicular cells to become luteal cells. 
RUNX2 has been shown to play an important role in cell differentiation, but the regulation of 
Runx2 expression and its function in the ovary remain to be determined. The present study …"
Anna Lind,10,CHA/AEI intergrowth materials as catalysts for the Methanol-to-Olefins process,https://www.sciencedirect.com/science/article/pii/S0926860X15300454,"RL Smith, S Svelle, P del Campo, T Fuglerud… ","Applied Catalysis A …, 2015 ","A series of SAPO-34/SAPO-18 intergrowth materials were prepared with a range of silicon 
content from 0.5 to 7.0%, where low levels of silicon resulted in SAPO-18 and higher levels 
resulted in CHA/AEI intergrowths. These materials were tested for their performance in the …"
Anna Lind,10,"Steady-state concentrations of mirtazapine, N-desmethylmirtazapine, 8-hydroxymirtazapine and their enantiomers in relation to cytochrome P450 2D6 genotype, age …",https://link.springer.com/article/10.2165/0003088-200948010-00005,"AB Lind, M Reis, F Bengtsson, M Jonzier-Perey… ","Clinical …, 2009 ","Background and objective Mirtazapine is a tetracyclic antidepressant drug available as a racemic 
mixture of S(+)- and R(−)-mirtazapine. These enantiomers have different pharmacological 
properties, and both contribute to the clinical and adverse effects of the drug. Cytochrome …"
